,College Name,GPA,Verbal,Quants,Writing
9660,University Of Pittsburgh,3.24,152.0,163.0,4.0
9661,University Of Chicago (UChicago),3.44,158.0,163.0,3.5
9662,American University,3.6,165.0,154.0,4.5
9663,Tufts University,3.6,165.0,154.0,4.5
9664,Nothwestern University,3.8,168.0,163.0,4.0
9665,Columbia University,3.3,167.0,166.0,5.5
9666,Tufts University,3.3,167.0,166.0,5.5
9667,University Of Southern California (USC),3.5,154.0,155.0,1.5
9668,University Of Southern California (USC),3.5,154.0,155.0,1.5
9669,Stanford University,3.98,170.0,155.0,3.5
9670,Portland State University,4.0,159.0,149.0,4.0
9671,Portland State University,3.6,162.0,155.0,4.0
9672,Princeton University,3.7,152.0,166.0,4.5
9673,New York University (NYU),3.8,156.0,160.0,4.5
9674,"University Of California, Berkeley (UCB)",3.86,167.0,169.0,4.5
9675,Johns Hopkins University (JHU),3.47,159.0,159.0,5.5
9676,University Of North Texas,4.0,156.0,155.0,4.5
9677,University Of Georgia,4.0,151.0,147.0,4.5
9678,Tufts University,3.45,169.0,161.0,5.0
9679,University Of Akron,3.88,157.0,147.0,4.5
9680,Princeton University,3.3,167.0,166.0,5.5
9681,Tufts University,3.8,169.0,164.0,4.5
9682,"University Of Texas, Austin (UT Austin)",4.0,158.0,166.0,4.0
9683,Boston University (BU),3.95,165.0,157.0,4.5
9684,Tufts University,3.64,165.0,151.0,5.5
9685,Adelphi University,3.85,158.0,146.0,4.0
9686,Old Dominion University,3.85,147.0,142.0,4.0
9687,Tufts University,3.47,169.0,148.0,5.5
9688,"University Of Maryland, College Park (UMD)",3.94,159.0,160.0,4.0
9689,New York University (NYU),3.5,167.0,159.0,4.0
9690,University Of British Columbia (UBC),3.91,162.0,166.0,4.0
9691,University Of New Haven,3.2,148.0,154.0,4.5
9692,"Ohio University, Athens",3.5,167.0,155.0,4.0
9693,Eastern Washington University,3.8,145.0,158.0,3.5
9694,Syracuse University,3.5,151.0,151.0,5.5
9695,Eastern Washington University,3.53,154.0,151.0,4.0
9696,Eastern Washington University,3.82,159.0,145.0,4.5
9697,George Washington University (GWU),4.0,160.0,142.0,5.0
9698,University Of Pennsylvania (UPenn),4.0,160.0,158.0,4.5
9699,"University Of Washington, Seattle (UW)",3.12,170.0,168.0,5.5
9700,Syracuse University,3.2,158.0,156.0,4.5
9701,University Of Delaware,3.96,163.0,166.0,3.5
9702,Carnegie Mellon University (CMU),3.92,151.0,165.0,4.5
9703,Temple University,3.9,160.0,163.0,5.0
9704,"Indiana University, Bloomington",3.2,156.0,158.0,3.5
9705,"University Of North Carolina, Chapel Hill (UNC)",3.87,170.0,148.0,4.0
9706,University Of Southern California (USC),3.65,167.0,166.0,3.0
9707,"University Of Illinois, Springfield",3.28,154.0,154.0,4.5
9708,Syracuse University,3.85,156.0,163.0,3.0
9709,George Washington University (GWU),3.38,170.0,141.0,3.0
9710,Stanford University,3.84,167.0,160.0,3.0
9711,Northeastern University,3.24,152.0,166.0,3.5
9712,University Of Oregon,3.9,165.0,160.0,4.0
9713,"University Of Washington, Seattle (UW)",3.7,150.0,166.0,4.0
9714,Cornell University,3.5,170.0,145.0,3.0
9715,"University Of California, Los Angeles (UCLA)",3.37,147.0,164.0,4.0
9716,Temple University,3.67,151.0,156.0,4.5
9717,"University Of Texas, Austin (UT Austin)",3.72,158.0,154.0,4.5
9718,Temple University,3.8,168.0,163.0,4.0
9719,"University Of Washington, Seattle (UW)",3.92,161.0,170.0,4.5
9720,Longwood University,3.08,156.0,153.0,4.5
9721,"University Of Washington, Seattle (UW)",3.65,166.0,166.0,3.5
9722,Arizona State University (ASU),3.51,165.0,163.0,3.0
9723,University Of New Mexico,3.22,159.0,158.0,4.5
9724,"University Of California, San Diego (UCSD)",3.8,167.0,163.0,4.0
9725,"University Of Wisconsin, Eau Claire",3.98,159.0,152.0,6.0
9726,"University Of Washington, Seattle (UW)",3.63,168.0,156.0,5.5
9727,American University,3.82,164.0,166.0,4.5
9728,Boston University (BU),3.4,165.0,157.0,4.0
9729,"University Of Texas, Austin (UT Austin)",3.89,168.0,152.0,5.5
9730,Boston University (BU),3.83,158.0,157.0,5.0
9731,Boston University (BU),3.6,162.0,155.0,4.0
9732,New York University (NYU),3.44,170.0,147.0,3.5
9733,Fordham University,3.77,163.0,158.0,4.0
9734,Columbia University,3.97,163.0,160.0,5.5
9735,University Of West Georgia,3.3,162.0,155.0,4.5
9736,Syracuse University,3.47,164.0,158.0,5.5
9737,University Of Vermont,4.0,169.0,145.0,5.5
9738,Loyola University,3.96,168.0,152.0,5.5
9739,"University Of North Carolina, Chapel Hill (UNC)",3.91,166.0,164.0,3.0
9740,University Of Pennsylvania (UPenn),3.63,168.0,156.0,5.5
9741,University Of Pennsylvania (UPenn),3.63,168.0,156.0,5.5
9742,Boston University (BU),3.9,166.0,150.0,4.0
9743,Stanford University,3.9,161.0,167.0,4.5
9744,Wichita State University,3.82,153.0,143.0,4.0
9745,Florida State University (FSU),3.62,154.0,145.0,4.0
9746,Kent State University,3.83,158.0,155.0,4.5
9747,University Of Oregon,3.47,164.0,158.0,5.5
9748,"University Of California, San Diego (UCSD)",3.2,164.0,153.0,4.5
9749,Kent State University,3.9,157.0,155.0,4.5
9750,"University Of California, Davis (UCD)",3.5,158.0,163.0,3.0
9751,"University Of Washington, Seattle (UW)",3.6,161.0,160.0,5.5
9752,"University Of Washington, Seattle (UW)",3.6,161.0,160.0,5.5
9753,Boston University (BU),3.89,168.0,164.0,5.5
9754,Pennsylvania State University (Penn State),3.85,155.0,170.0,3.5
9755,Kent State University,3.88,157.0,147.0,4.5
9756,North Caroline State University (NCSU),3.76,150.0,169.0,3.5
9757,Cornell University,3.8,152.0,164.0,3.0
9758,"University Of Florida, Gainesville (UFL)",3.91,148.0,164.0,4.5
9759,University Of Alberta,3.6,154.0,166.0,3.0
9760,"University Of Washington, Seattle (UW)",3.6,161.0,160.0,5.5
9761,George Washington University (GWU),3.8,169.0,161.0,5.5
9762,Florida State University (FSU),3.88,156.0,151.0,4.5
9763,University Of Tokyo,4.0,165.0,163.0,5.5
9764,University Of Kansas,3.7,158.0,160.0,4.5
9765,Syracuse University,3.5,163.0,156.0,6.0
9766,"University Of Washington, Seattle (UW)",3.47,164.0,158.0,5.5
9767,Fort Hays State University,3.8,146.0,144.0,3.5
9768,"University Of Illinois, Urbana-Champaign (UIUC)",3.3,162.0,165.0,5.5
9769,Duke University,3.71,159.0,156.0,4.5
9770,Villanova University,3.23,154.0,145.0,4.0
9771,"University Of North Carolina, Chapel Hill (UNC)",3.1,154.0,159.0,5.0
9772,University Of Southern California (USC),3.1,154.0,159.0,5.0
9773,"University Of Massachusetts, Amherst (UMass)",3.64,155.0,163.0,4.0
9774,"University Of California, San Diego (UCSD)",3.6,160.0,155.0,5.0
9775,"University Of Texas - Austin, LBJ School Of Public Affairs",3.6,160.0,155.0,5.0
9776,University Of Chicago (UChicago),3.6,154.0,159.0,4.5
9777,Duke University,3.66,157.0,166.0,3.5
9778,"University Of Wisconsin, Madison",3.6,162.0,161.0,5.5
9779,University Of Pittsburgh,3.7,150.0,166.0,4.0
9780,University Of Arizona,1.668,160.0,141.0,4.0
9781,University Of Arizona,3.4,165.0,157.0,4.0
9782,University Of Connecticut,3.65,151.0,152.0,4.5
9783,University Of Maine,3.65,151.0,152.0,4.5
9784,University Of New Hampshire,3.65,151.0,152.0,4.5
9785,"University Of Texas, Dallas (UT Dallas)",3.6,162.0,161.0,5.5
9786,"University Of Texas, Austin (UT Austin)",3.6,162.0,161.0,5.5
9787,"University Of Minnesota, Twin Cities (UMN)",3.6,162.0,161.0,5.5
9788,"University Of North Carolina, Greensboro",3.33,161.0,154.0,5.0
9789,Adelphi University,3.8,155.0,151.0,4.5
9790,McGill Unviversity,3.85,170.0,152.0,3.5
9791,Western Ontario,3.3,141.0,166.0,3.5
9792,University Of Houston,3.94,165.0,152.0,5.5
9793,Adelphi University,3.6,155.0,149.0,4.0
9794,San Diego State University (SDSU),4.0,150.0,144.0,4.5
9795,San Diego State University (SDSU),3.7,160.0,153.0,4.0
9796,Northeastern University,3.41,149.0,166.0,3.0
9797,University Of Arizona,3.83,158.0,157.0,5.0
9798,"Ohio University, Athens",3.45,164.0,167.0,4.0
9799,Drexel University,3.3,157.0,163.0,4.0
9800,"University Of Illinois, Urbana-Champaign (UIUC)",3.94,153.0,165.0,4.5
9801,"University Of California, San Diego (UCSD)",3.94,153.0,165.0,4.5
9802,"University Of California, Berkeley (UCB)",3.0,153.0,165.0,4.5
9803,"Indiana University, Bloomington",3.7,149.0,152.0,4.0
9804,North Caroline State University (NCSU),3.82,161.0,165.0,5.0
9805,Yale University,3.91,168.0,162.0,5.5
9806,University Of Waterloo,3.75,168.0,166.0,3.0
9807,George Washington University (GWU),3.2,162.0,157.0,5.0
9808,Claremont Graduate University,3.65,162.0,161.0,4.5
9809,"University Of California, Los Angeles (UCLA)",3.84,168.0,152.0,4.5
9810,George Washington University (GWU),3.7,163.0,163.0,4.5
9811,"University Of California, Berkeley (UCB)",3.7,158.0,161.0,5.5
9812,George Washington University (GWU),3.8,167.0,163.0,4.0
9813,"University Of Maryland, College Park (UMD)",3.19,156.0,154.0,5.0
9814,University Of Chicago (UChicago),3.7,169.0,157.0,5.0
9815,Marquette University,3.96,162.0,151.0,5.0
9816,Florida State University (FSU),3.96,162.0,151.0,5.0
9817,New Mexico State University,3.2,165.0,151.0,4.5
9818,"University Of California, San Diego (UCSD)",3.95,139.0,163.0,3.0
9819,University Of Iowa,3.6,162.0,161.0,5.5
9820,"University Of Illinois, Urbana-Champaign (UIUC)",3.7,158.0,164.0,3.5
9821,"University Of California, Berkeley (UCB)",3.67,157.0,155.0,4.0
9822,Western Washington University,3.81,160.0,166.0,4.0
9823,George Washington University (GWU),3.5,167.0,159.0,4.0
9824,George Washington University (GWU),3.27,162.0,160.0,5.0
9825,Rutgers University,3.8,168.0,152.0,4.5
9826,George Washington University (GWU),3.8,168.0,152.0,4.5
9827,Boston University (BU),3.2,143.0,166.0,4.0
9828,University Of Iowa,3.5,160.0,148.0,4.0
9829,"University Of California, Berkeley (UCB)",3.0,156.0,159.0,4.5
9830,"University Of California, Berkeley (UCB)",3.94,146.0,166.0,3.5
9831,University Of Southern California (USC),3.14,160.0,163.0,4.5
9832,San Diego State University (SDSU),3.9,157.0,155.0,4.0
9833,Columbia University,3.9,157.0,155.0,4.0
9834,Duke University,3.79,162.0,155.0,4.5
9835,Fordham University,3.69,162.0,148.0,4.5
9836,San Diego State University (SDSU),3.45,163.0,153.0,3.5
9837,Georgetown University,3.82,170.0,168.0,6.0
9838,"California State University, Chico",3.87,155.0,147.0,4.0
9839,University Of Southern California (USC),3.35,140.0,170.0,3.5
9840,"University Of Michigan, Ann Arbor (UMich)",3.67,159.0,166.0,5.0
9841,"University Of California, Davis (UCD)",3.67,159.0,166.0,5.0
9842,"University Of California, San Diego (UCSD)",3.67,159.0,166.0,5.0
9843,San Diego State University (SDSU),3.2,165.0,151.0,4.5
9844,Cornell University,3.85,170.0,151.0,3.5
9845,University Of Georgia,3.4,157.0,147.0,4.5
9846,"University Of Colorado, Boulder",2.98,151.0,156.0,5.0
9847,Syracuse University,3.32,163.0,143.0,5.5
9848,St. Cloud State University,3.9,162.0,146.0,4.0
9849,"University Of Wisconsin, Madison",3.74,164.0,160.0,4.5
9850,"University Of Massachusetts, Amherst (UMass)",3.62,162.0,166.0,4.0
9851,Boston University (BU),3.7,162.0,166.0,4.0
9852,Yale University,3.4,164.0,163.0,5.5
9853,American University Of Beirut,4.0,160.0,168.0,4.5
9854,Virginia Tech,3.6,160.0,160.0,4.0
9855,"University Of Texas, Dallas (UT Dallas)",3.4,165.0,162.0,4.0
9856,Rutgers University,3.4,158.0,155.0,3.5
9857,Tufts University,3.69,163.0,158.0,5.5
9858,"University Of Michigan, Ann Arbor (UMich)",3.9,167.0,160.0,5.0
9859,"Indiana University, Bloomington",3.96,159.0,158.0,5.0
9860,University Of Virginia (UVA),3.69,163.0,158.0,5.5
9861,"University Of Massachusetts, Amherst (UMass)",3.6,162.0,166.0,4.5
9862,"University Of California, San Diego (UCSD)",3.46,155.0,151.0,4.0
9863,New York University (NYU),3.95,164.0,143.0,5.0
9864,Nothwestern University,3.95,164.0,143.0,5.0
9865,"University Of Massachusetts, Amherst (UMass)",3.58,166.0,166.0,3.5
9866,Rush University,3.79,164.0,155.0,4.5
9867,University Of Chicago (UChicago),2.7,157.0,164.0,4.0
9868,"University Of California, Los Angeles (UCLA)",3.95,168.0,151.0,4.5
9869,"University Of Florida, Gainesville (UFL)",3.35,163.0,166.0,3.5
9870,Purdue University,3.3,154.0,150.0,4.5
9871,University Of Chicago (UChicago),3.8,170.0,159.0,5.0
9872,"University Of Washington, Seattle (UW)",3.3,163.0,158.0,5.0
9873,"University Of Illinois, Urbana-Champaign (UIUC)",3.53,150.0,166.0,3.5
9874,University Of Chicago (UChicago),3.5,164.0,157.0,5.0
9875,"University Of Texas, Austin (UT Austin)",3.98,156.0,155.0,4.0
9876,Rush University,3.96,164.0,161.0,5.5
9877,New York University (NYU),3.87,164.0,147.0,4.0
9878,University Of Pittsburgh,3.7,166.0,150.0,4.0
9879,University Of Virginia (UVA),3.84,159.0,153.0,4.0
9880,"University Of Florida, Gainesville (UFL)",3.7,149.0,160.0,4.5
9881,University Of Georgia,3.84,159.0,153.0,4.0
9882,University Of Chicago (UChicago),3.7,161.0,161.0,4.0
9883,George Washington University (GWU),3.6,164.0,166.0,3.5
9884,Western University,3.53,166.0,147.0,4.5
9885,Tufts University,3.4,164.0,163.0,5.5
9886,Northern Arizona University,3.6,164.0,153.0,4.0
9887,Rush University,3.8,162.0,152.0,4.5
9888,"University Of Minnesota, Twin Cities (UMN)",3.72,156.0,156.0,4.5
9889,Hofstra University,3.8,158.0,157.0,5.0
9890,Rush University,3.8,158.0,157.0,5.0
9891,Duke University,3.03,160.0,166.0,5.5
9892,"Ohio University, Athens",3.59,168.0,148.0,5.0
9893,"University Of Florida, Gainesville (UFL)",3.97,164.0,162.0,6.0
9894,University Of Chicago (UChicago),3.78,170.0,158.0,5.0
9895,York University,3.9,164.0,152.0,4.0
9896,Johns Hopkins University (JHU),3.8,170.0,152.0,3.0
9897,"University Of California, Los Angeles (UCLA)",3.9,170.0,158.0,4.0
9898,"Ohio University, Athens",3.88,158.0,146.0,4.5
9899,American University,3.27,170.0,151.0,5.0
9900,Carnegie Mellon University (CMU),3.93,170.0,152.0,3.0
9901,University Of Pennsylvania (UPenn),3.8,157.0,170.0,4.0
9902,"University Of Washington, Seattle (UW)",3.67,160.0,149.0,4.5
9903,Georgetown University,4.0,162.0,161.0,5.0
9904,"University Of Florida, Gainesville (UFL)",3.3,146.0,148.0,4.5
9905,Florida State University (FSU),3.3,148.0,146.0,4.5
9906,University Of Chicago (UChicago),3.84,169.0,154.0,5.5
9907,University Of Chicago (UChicago),3.4,160.0,158.0,3.5
9908,University Of Chicago (UChicago),3.6,168.0,149.0,5.5
9909,"University Of Texas, Austin (UT Austin)",3.45,165.0,151.0,3.5
9910,University Of Connecticut,3.85,155.0,153.0,4.5
9911,University Of Southern California (USC),3.3,158.0,165.0,5.0
9912,University Of Southern California Price School Of Public Policy,3.73,160.0,161.0,3.5
9913,American University,3.87,161.0,149.0,4.5
9914,University Of Manitoba,3.7,165.0,154.0,5.0
9915,New York University (NYU),3.9,158.0,155.0,6.0
9916,University Of Notre Dame,3.85,170.0,158.0,5.0
9917,Arizona State University (ASU),3.6,162.0,145.0,3.0
9918,"University Of Washington, Seattle (UW)",3.71,164.0,166.0,5.0
9919,"University Of Washington, Seattle (UW)",3.94,162.0,157.0,5.5
9920,University Of Kansas,3.79,165.0,151.0,4.5
9921,"University Of Washington, Seattle (UW)",3.7,165.0,151.0,4.5
9922,Brandeis University,3.94,165.0,152.0,5.5
9923,"California State University, San Jose",3.08,161.0,156.0,5.0
9924,Arizona State University (ASU),3.7,149.0,164.0,3.0
9925,"University Of Massachusetts, Amherst (UMass)",3.76,152.0,168.0,3.0
9926,North Caroline State University (NCSU),3.95,162.0,166.0,4.0
9927,"University Of Washington, Seattle (UW)",3.4,167.0,167.0,4.5
9928,Rutgers University,3.4,157.0,158.0,3.0
9929,University Of Pennsylvania (UPenn),3.8,165.0,166.0,5.0
9930,Brandeis University,3.83,155.0,163.0,2.5
9931,Kent State University,3.83,155.0,163.0,2.5
9932,University Of Vermont,3.95,161.0,168.0,5.0
9933,Cornell University,3.78,168.0,166.0,4.0
9934,"University Of Washington, Seattle (UW)",3.69,148.0,150.0,4.5
9935,"University Of California, Los Angeles (UCLA)",3.8,170.0,150.0,3.0
9936,University Of South Florida (USF),3.71,162.0,161.0,4.5
9937,USC Sol Price School,3.45,159.0,166.0,4.5
9938,Columbia University,3.0,151.0,144.0,4.0
9939,University Of Oxford,3.94,170.0,152.0,5.5
9940,George Mason University (GMU),3.82,162.0,166.0,5.0
9941,"University Of Washington, Seattle (UW)",3.6,162.0,155.0,4.0
9942,"University Of California, Los Angeles (UCLA)",3.94,170.0,150.0,3.0
9943,University Of Manitoba,3.8,164.0,156.0,4.0
9944,San Diego State University (SDSU),3.4,164.0,161.0,3.5
9945,"University Of Washington, Seattle (UW)",3.8,156.0,146.0,4.0
9946,Columbia University,3.52,167.0,157.0,5.5
9947,"University Of Washington, Seattle (UW)",3.8,162.0,152.0,4.5
9948,Fordham University,3.93,167.0,153.0,5.0
9949,Columbia University,3.8,168.0,163.0,4.0
9950,Columbia University,3.4,165.0,157.0,4.0
9951,University Of South Florida (USF),3.9,151.0,143.0,3.5
9952,"University Of California, Los Angeles (UCLA)",3.9,156.0,149.0,4.0
9953,Brandeis University,3.7,154.0,164.0,4.5
9954,University Of Connecticut,3.84,159.0,150.0,4.5
9955,"University Of California, Los Angeles (UCLA)",3.58,154.0,160.0,4.0
9956,"University Of Hawaii, Manoa",3.94,167.0,159.0,4.5
9957,Syracuse University,3.68,153.0,150.0,4.5
9958,"University Of Texas, Austin (UT Austin)",3.73,168.0,155.0,5.0
9959,"Loyala University, Maryland",3.9,153.0,155.0,4.5
9960,Brandeis University,3.96,154.0,156.0,5.5
9961,Northern Arizona University,3.82,159.0,152.0,4.0
9962,Carnegie Mellon University (CMU),3.56,158.0,157.0,3.5
9963,George Washington University (GWU),4.0,156.0,154.0,4.5
9964,"University Of Texas, Austin (UT Austin)",3.53,161.0,155.0,4.0
9965,Southern Illinois University,4.0,158.0,154.0,3.5
9966,"University Of Texas, Austin (UT Austin)",3.9,159.0,150.0,4.0
9967,Syracuse University,3.42,160.0,160.0,3.0
9968,New York University (NYU),3.03,166.0,160.0,5.5
9969,"University Of Texas, Austin (UT Austin)",3.89,168.0,164.0,5.5
9970,"University Of Texas, Austin (UT Austin)",3.8,164.0,151.0,4.5
9971,Stanford University,3.82,168.0,166.0,4.5
9972,Purdue University,3.5,166.0,164.0,5.5
9973,George Washington University (GWU),3.8,152.0,166.0,4.5
9974,Longwood University,3.79,164.0,155.0,4.5
9975,Rutgers University,3.3,163.0,158.0,5.0
9976,Purdue University,3.86,155.0,152.0,5.5
9977,Iowa State University (ISU),3.14,154.0,159.0,3.5
9978,New York University (NYU),3.4,163.0,157.0,4.5
9979,University Of South Carolina,2.99,162.0,152.0,5.0
9980,University Of South Florida (USF),3.82,162.0,142.0,4.5
9981,University Of South Florida (USF),3.81,152.0,149.0,4.0
9982,North Caroline State University (NCSU),3.19,141.0,160.0,3.0
9983,Rutgers University,3.18,170.0,157.0,3.0
9984,University Of Virginia (UVA),3.91,168.0,152.0,5.5
9985,University Of Utah (UoU),3.85,149.0,153.0,4.5
9986,University Of Cincinnati,3.9,154.0,154.0,4.0
9987,University College London,3.81,168.0,158.0,5.5
9988,University Of Southern California (USC),3.85,156.0,163.0,3.0
9989,"University Of North Carolina, Chapel Hill (UNC)",3.8,157.0,170.0,4.0
9990,"University Of Texas, Austin (UT Austin)",2.96,159.0,155.0,4.5
9991,American University,3.8,162.0,155.0,5.0
9992,Rice University,3.24,159.0,166.0,3.5
9993,Rice University,3.24,159.0,166.0,3.5
9994,Arizona State University (ASU),3.65,154.0,163.0,3.0
9995,American University,3.2,158.0,156.0,4.5
9996,American University,3.7,163.0,163.0,4.5
9997,Purdue University,3.86,160.0,166.0,3.5
9998,"University Of California, Los Angeles (UCLA)",3.5,156.0,154.0,5.0
9999,Purdue University,3.14,160.0,166.0,2.5
10000,American University,3.6,160.0,155.0,4.5
10001,University Of Pennsylvania (UPenn),3.73,163.0,164.0,5.0
10002,American University,3.38,165.0,151.0,4.5
10003,SUNY Buffalo,3.19,156.0,154.0,5.0
10004,"University Of Washington, Seattle (UW)",3.94,162.0,166.0,3.0
10005,University Of British Columbia (UBC),3.7,162.0,166.0,4.0
10006,"Texas A&M University, College Station (TAMU)",3.73,162.0,156.0,4.0
10007,Rutgers University,3.63,170.0,154.0,3.0
10008,"University Of California, Los Angeles (UCLA)",3.78,170.0,158.0,5.0
10009,American University,3.52,155.0,155.0,3.5
10010,"University Of California, Berkeley (UCB)",3.97,160.0,158.0,5.0
10011,Purdue University,3.89,161.0,155.0,4.5
10012,University Of Southern California (USC),3.87,165.0,155.0,4.0
10013,Carnegie Mellon University (CMU),3.24,152.0,163.0,4.0
10014,Radford University,3.34,152.0,156.0,4.0
10015,"University Of Illinois, Chicago (UIC)",3.2,158.0,158.0,4.0
10016,"University Of Texas, Austin (UT Austin)",3.2,165.0,155.0,5.5
10017,Columbia University,3.74,159.0,168.0,4.0
10018,Cornell University,3.1,170.0,145.0,4.5
10019,University Of Chicago (UChicago),3.52,167.0,155.0,4.0
10020,American University,3.8,167.0,163.0,4.0
10021,"University Of Wisconsin, Madison",3.6,165.0,166.0,3.0
10022,University Of Southern California (USC),3.5,170.0,153.0,5.0
10023,Boston University (BU),3.5,157.0,170.0,5.0
10024,"University Of California, Berkeley (UCB)",3.79,162.0,155.0,4.5
10025,"University Of California, Berkeley (UCB)",3.9,155.0,148.0,6.0
10026,University Of Texas-LBJ School,3.93,168.0,164.0,4.5
10027,"University Of California, Los Angeles (UCLA)",3.72,165.0,163.0,4.0
10028,East Tennessee State University,3.85,153.0,155.0,4.0
10029,San Jose State University (SJSU),3.0,156.0,159.0,4.5
10030,"University Of Colorado, Boulder",3.6,168.0,150.0,5.0
10031,North Caroline State University (NCSU),3.4,157.0,147.0,4.5
10032,Georgia State University (GSU),3.4,157.0,147.0,4.5
10033,American University,3.93,163.0,156.0,4.5
10034,"University Of California, Los Angeles (UCLA)",3.6,170.0,166.0,5.5
10035,Florida State University (FSU),3.98,164.0,150.0,4.5
10036,"University Of Wisconsin, Madison",3.8,164.0,166.0,4.0
10037,Pennsylvania State University (Penn State),3.3,153.0,163.0,4.0
10038,Boston University (BU),3.52,161.0,166.0,5.5
10039,Kansas State University,3.62,154.0,149.0,4.5
10040,"University Of California, Santa Barbara (UCSB)",3.6,168.0,150.0,5.0
10041,Syracuse University,3.6,168.0,150.0,5.0
10042,"University Of California, Los Angeles (UCLA)",3.53,157.0,162.0,4.5
10043,"University Of California, Los Angeles (UCLA)",3.1,154.0,159.0,5.0
10044,"University Of Texas, Austin (UT Austin)",3.7,170.0,157.0,5.5
10045,"University Of California, Los Angeles (UCLA)",3.85,165.0,155.0,4.5
10046,"University Of California, Berkeley (UCB)",3.7,159.0,157.0,5.5
10047,"University Of California, Los Angeles (UCLA)",3.53,161.0,161.0,4.5
10048,"University Of Texas, Austin (UT Austin)",3.5,165.0,159.0,5.5
10049,Stanford University,3.78,168.0,166.0,4.0
10050,"University Of Washington, Seattle (UW)",3.67,148.0,167.0,3.5
10051,Virginia Tech,3.32,150.0,160.0,4.0
10052,Brown University,3.9,163.0,154.0,6.0
10053,University Of Notre Dame,3.83,162.0,150.0,5.5
10054,Cornell University,3.65,170.0,155.0,3.0
10055,University Of Cincinnati,3.84,166.0,147.0,4.5
10056,University Of Southern California (USC),3.67,165.0,167.0,4.5
10057,Cornell University,3.67,165.0,167.0,4.5
10058,University Of Kansas,3.96,165.0,144.0,4.0
10059,"University Of Texas, Austin (UT Austin)",3.7,163.0,163.0,4.5
10060,"University Of Nebraska, Lincoln",4.0,160.0,142.0,5.0
10061,Boston University (BU),3.7,142.0,169.0,3.5
10062,University Of Tennessee,3.87,155.0,155.0,4.5
10063,"University Of Washington, Seattle (UW)",3.6,170.0,157.0,3.0
10064,"Indiana University, Bloomington",3.94,162.0,157.0,5.5
10065,"Indiana University, Bloomington",3.9,163.0,154.0,6.0
10066,Ohio State University (OSU),3.9,163.0,154.0,6.0
10067,"Indiana University, Bloomington",3.63,168.0,156.0,5.5
10068,Harvard University,3.65,150.0,151.0,4.0
10069,University Of Memphis,3.82,151.0,150.0,4.5
10070,Vanderbilt University,3.9,163.0,154.0,6.0
10071,Pennsylvania State University (Penn State),3.75,162.0,153.0,4.5
10072,Carnegie Mellon University (CMU),3.84,166.0,163.0,4.5
10073,Ohio State University (OSU),3.5,156.0,166.0,3.5
10074,Rice University,3.4,155.0,153.0,4.5
10075,University Of Kentucky,3.0,140.0,157.0,3.0
10076,San Diego State University (SDSU),3.27,161.0,166.0,5.0
10077,New York University (NYU),3.74,159.0,168.0,4.0
10078,University Of Memphis,3.79,163.0,145.0,4.0
10079,University Of Kentucky,3.88,162.0,168.0,4.5
10080,"Washington University, St. Louis (WUSTL)",3.73,162.0,153.0,5.0
10081,"University Of North Carolina, Chapel Hill (UNC)",3.73,162.0,153.0,5.0
10082,"University Of Washington, Seattle (UW)",3.7,158.0,158.0,5.5
10083,University Of Pennsylvania (UPenn),3.79,154.0,155.0,5.0
10084,University Of Pennsylvania (UPenn),4.0,144.0,159.0,3.0
10085,"Indiana University, Bloomington",3.8,168.0,163.0,4.0
10086,American University,3.2,165.0,155.0,5.5
10087,American University,3.78,168.0,168.0,4.5
10088,Pennsylvania State University (Penn State),3.83,160.0,161.0,5.0
10089,Virginia Tech,3.1,151.0,160.0,3.5
10090,Rice University,3.2,152.0,158.0,4.5
10091,Stanford University,3.87,159.0,168.0,4.0
10092,"University Of Colorado, Denver",3.43,155.0,158.0,4.5
10093,American University,3.8,167.0,154.0,6.0
10094,American University,2.87,167.0,166.0,3.0
10095,"University Of California, Santa Barbara (UCSB)",3.99,170.0,166.0,3.5
10096,San Diego State University (SDSU),3.97,167.0,150.0,4.5
10097,"University Of Texas, Austin (UT Austin)",3.94,162.0,157.0,5.5
10098,University Of Chicago (UChicago),3.6,170.0,153.0,4.5
10099,University Of South Carolina,3.78,161.0,150.0,4.0
10100,University Of South Carolina,3.71,158.0,156.0,4.5
10101,University Of South Carolina,3.89,161.0,155.0,4.5
10102,University Of Kansas,1.6239999999999999,155.0,151.0,4.5
10103,"University Of Nevada, Las Vegas",3.2,163.0,152.0,4.5
10104,University Of South Carolina,3.59,168.0,148.0,5.0
10105,University Of Southern California (USC),3.9,156.0,149.0,4.0
10106,University Of Kansas,3.92,151.0,148.0,4.5
10107,"University Of Washington, Seattle (UW)",3.93,155.0,150.0,5.0
10108,University Of Kansas,3.94,152.0,152.0,4.0
10109,Virginia Tech,3.7,159.0,162.0,4.5
10110,Georgetown University,3.4,165.0,158.0,5.5
10111,Queens University,3.98,166.0,163.0,5.5
10112,Queens University,3.98,166.0,163.0,5.5
10113,Pacific University,3.81,166.0,160.0,4.0
10114,"University Of Illinois, Urbana-Champaign (UIUC)",3.84,170.0,153.0,3.0
10115,Duke University,3.51,159.0,163.0,4.0
10116,Western Michigan University,3.9,154.0,154.0,4.0
10117,"University Of Michigan, Ann Arbor (UMich)",3.0,170.0,138.0,4.5
10118,"University Of Nebraska, Lincoln",3.94,152.0,152.0,4.0
10119,"University Of Illinois, Urbana-Champaign (UIUC)",3.76,161.0,166.0,3.5
