,College Name,GPA,Verbal,Quants,Writing,Cluster
385,UCF Florida Institute Of Emerging Arts,3.3,158.0,161.0,4.0,0
386,UCIII Madrid,3.1,152.0,160.0,4.0,3
387,UCLA (Luskin),3.75,167.0,153.0,4.5,2
388,UCLA Luskin,3.75,166.0,161.0,4.5,0
389,UCLA Luskin School Of Public Affairs,3.56,168.0,154.0,4.5,2
390,UCLA School Of Public Health,3.895,162.5,161.5,4.25,0
391,UCSB (Bren School),3.9,156.0,156.0,4.0,4
392,UCSB Bren School,3.5300000000000002,163.5,163.0,4.25,0
393,UCSD IRPS,3.52,154.0,163.0,3.5,3
394,UIUC UT AUSTIN,3.64,152.0,170.0,3.5,3
395,UMKC,2.82,155.0,160.0,4.0,3
396,"UMich, Ann Arbor/ Univ Of Michigan",3.75,163.0,168.0,3.5,0
397,UNC School Of Public Health,3.3,155.0,155.0,4.0,4
398,"UNC- Chapel Hill, University Of Virginia, JMU, Northwestern, Boston U, Emerson",3.98,166.0,161.0,4.5,0
399,UNIVERSITY OF MINNESOTA- TWIN CITY,4.0,154.0,168.0,3.5,3
400,UNMC,0.5,131.0,130.0,1.5,1
401,UPenn GSE,3.7,166.0,156.0,4.0,2
402,UPenn Graduate School Of Education,3.2,154.0,154.0,4.0,4
403,UPenn SP2,3.55,151.0,164.0,3.5,3
404,UPitt,3.93,167.0,163.0,5.5,0
405,URI Graduate School Of Oceanography,3.3,149.0,151.0,3.0,1
406,USC Davis School Of Gerontology,3.94,158.0,149.0,3.0,4
407,USC Price,3.615,164.0,157.5,5.25,2
408,USC Price School Of Public Policy,3.2,161.0,164.0,3.0,0
409,"USC Price School Of Public Policy, University Of Southern California",3.4,150.0,166.0,3.5,3
410,USC Roski,3.94,166.0,151.0,4.5,2
411,USC Rossier School Of Education,3.95,163.0,150.0,4.0,2
412,USC School Of Arch,3.01,151.0,158.0,4.0,3
413,USC Sol Price School,3.4000000000000004,161.5,160.0,4.75,0
414,UVA Batten,3.9,162.0,156.0,4.0,2
415,Union Theological Seminary,3.955,168.25,152.5,4.625,2
416,"Univ Of Washington, Univ. Of Maryland, Northeastern Univ.",3.5,163.0,162.0,4.5,0
417,Univ Toronto,3.04,165.0,166.0,2.0,0
418,Univeristy Of Minnesota Duluth,3.08,159.0,164.0,4.0,0
419,Univeristy Of Texas Pan-American,3.05,150.0,139.0,4.0,1
420,Universitat Autonoma De Barcelona,3.75,170.0,156.0,3.0,2
421,University At Albany School Of Public Health,3.0,152.0,154.0,4.0,4
422,University College Dublin,3.3,165.0,164.0,4.5,0
423,University College London,3.6314285714285717,160.02857142857144,161.02857142857144,4.357142857142857,0
424,University Of Akron,3.7338095238095237,153.71428571428572,150.57142857142858,4.261904761904762,1
425,"University Of Alabama, Birmingham",3.336,155.8,153.4,3.9,4
426,"University Of Alabama, Huntsville",3.3666666666666667,160.0,154.33333333333334,3.6666666666666665,4
427,"University Of Alabama, Tuscaloosa",3.7665384615384623,155.15384615384616,152.19230769230768,4.096153846153846,4
428,University Of Alaska Fairbanks,3.205,159.0,159.0,3.75,0
429,University Of Alaska- Anchorage,4.0,160.0,155.0,5.0,4
430,University Of Alberta,3.6072857142857138,155.07142857142858,162.9047619047619,3.75,3
431,University Of Amsterdam,3.425,151.0,163.0,3.75,3
432,University Of Arizona,3.603963636363637,159.98181818181817,155.34545454545454,4.4363636363636365,4
433,University Of Arkansas,3.6542857142857144,152.28571428571428,149.71428571428572,4.071428571428571,1
434,"University Of Arkansas, Fayetteville",3.6845454545454546,155.27272727272728,151.63636363636363,4.045454545454546,4
435,University Of Austin At Texas,3.52,152.0,170.0,3.0,3
436,"University Of Binghamton , SUNY",3.48,153.0,168.0,3.5,3
437,University Of Birmingham,4.0,163.0,152.0,5.0,2
438,University Of Bologna,2.7,149.0,164.0,3.0,3
439,University Of Bonn,1.604,154.0,168.0,3.0,3
440,University Of Bristol,3.3875,157.0,155.0,3.75,4
441,University Of British Columbia,3.185,154.5,164.5,3.5,3
442,University Of British Columbia (UBC),3.6910389610389585,159.74025974025975,162.4805194805195,4.058441558441558,0
443,University Of Calgary,3.6836363636363645,156.9090909090909,161.3181818181818,3.9545454545454546,0
444,University Of California - Merced (UCM),3.5,134.0,163.0,3.0,3
445,University Of California Santa Barbara (UCSB) Bren School Of Environmental Science And Management,3.89,169.0,164.0,5.5,0
446,University Of California Sol Price School Of Public Policy,3.52,162.0,158.0,5.0,2
447,"University Of California, Berkeley (UCB)",3.693043478260869,161.0144927536232,162.47101449275362,4.5144927536231885,0
448,"University Of California, Davis (UCD)",3.5609677419354835,159.09677419354838,161.16129032258064,4.209677419354839,0
449,"University Of California, Irvine (UCI)",3.4214942528735626,157.45977011494253,161.01149425287358,3.913793103448276,0
450,"University Of California, Los Angeles (UCLA)",3.6602391304347828,160.0326086956522,160.60507246376812,4.244565217391305,0
451,"University Of California, Riverside",3.48,164.0,166.0,3.5,0
452,"University Of California, Riverside (UCR)",3.436153846153846,155.69230769230768,160.15384615384616,3.8076923076923075,0
453,"University Of California, San Diego (UCSD)",3.659892307692308,159.26923076923077,163.43076923076924,4.107692307692307,0
454,"University Of California, Santa Barbara (UCSB)",3.617083333333333,159.875,162.0,3.7708333333333335,0
455,"University Of California, Santa Cruz (UCSC)",3.529,157.6,162.4,4.15,0
456,University Of Cambridge,3.767857142857143,163.82142857142858,164.64285714285714,4.660714285714286,0
457,University Of Central Arkansas,3.5763636363636366,154.9090909090909,149.8181818181818,4.363636363636363,1
458,University Of Central Florida (UCF),3.6054545454545455,154.16883116883116,152.80519480519482,4.14935064935065,4
459,University Of Central Missouri,3.7699999999999996,149.75,151.25,4.0,1
460,University Of Chicago (UChicago),3.677177033492821,163.3444976076555,159.62200956937798,4.664114832535885,0
461,University Of Chicago Division Of Social Sciences,3.5700000000000003,158.0,151.33333333333334,5.0,4
462,University Of Cincinnati,3.5977083333333346,156.8125,156.79166666666666,4.1875,4
463,University Of Colombo,3.1,150.0,150.0,3.0,1
464,"University Of Colorado, Boulder",3.6422828282828266,160.41414141414143,158.36363636363637,4.454545454545454,0
465,"University Of Colorado, Colorado Springs",3.4000000000000004,161.0,157.5,4.25,2
466,"University Of Colorado, Denver",3.365,158.16666666666666,155.94444444444446,4.222222222222222,4
467,University Of Connecticut,3.723617021276595,157.0,155.27659574468086,4.5,4
468,University Of Copenhagen,3.25,146.5,158.0,2.5,3
469,University Of Dallas,3.38,170.0,151.0,6.0,2
470,University Of Dayton,3.48,154.0,156.5,4.25,4
471,University Of Delaware,3.582058823529412,159.23529411764707,158.05882352941177,4.1911764705882355,4
472,University Of Denver,3.549552238805971,160.55223880597015,155.6417910447761,4.5,2
473,University Of East Anglia,3.3,160.0,140.0,4.5,1
474,University Of Edinburgh,3.745384615384615,159.07692307692307,157.15384615384616,4.384615384615385,4
475,University Of Essex,3.455,157.0,155.5,4.25,4
476,University Of Exeter,3.8,170.0,155.0,5.5,2
477,University Of Florida (M.E. Rinker School Of Construction Management),3.0,151.0,170.0,4.0,3
478,"University Of Florida, Gainesville (UFL)",3.5225000000000013,156.70833333333334,158.99166666666667,3.7875,4
479,University Of Georgia,3.6440579710144925,159.1014492753623,155.57971014492753,4.420289855072464,4
480,University Of Ghazvin At Radon Tech,4.0,140.0,168.0,3.0,3
481,University Of Glasgow,3.4433333333333334,154.0,159.0,3.8333333333333335,4
482,University Of Guelph,3.9,145.0,159.0,2.5,3
483,University Of Hartford,3.4233333333333333,158.0,149.66666666666666,4.0,4
484,University Of Hawaii,3.635,156.0,151.25,3.875,4
485,"University Of Hawaii, Manoa",3.7457692307692314,159.6153846153846,153.07692307692307,4.4423076923076925,4
486,University Of Heidelberg,3.58,143.0,158.0,2.0,3
487,University Of Houston,3.550312499999999,156.921875,155.453125,4.25,4
488,"University Of Ibadan, Nigeria",3.8,166.0,166.0,5.0,0
489,University Of Idaho,3.46,156.5,152.25,4.25,4
490,University Of Illinois At Chicago School Of Public Health,3.34,168.0,159.0,4.0,2
491,University Of Illinois Uiuc,3.9,154.0,164.0,5.5,3
492,"University Of Illinois, Chicago (UIC)",3.5496052631578947,156.43421052631578,157.68421052631578,4.118421052631579,4
493,"University Of Illinois, Springfield",3.28,154.0,154.0,4.5,4
494,"University Of Illinois, Urbana-Champaign (UIUC)",3.707315985130111,158.46096654275092,161.4981412639405,4.0315985130111525,0
495,University Of Indiana SPEA,3.53,164.0,158.0,5.5,2
496,"University Of Indiana, Bloomington",3.81,165.0,152.0,4.0,2
497,University Of Iowa,3.5209999999999995,159.0,156.83333333333334,4.444444444444445,4
498,University Of Kansas,3.630489795918367,157.55102040816325,155.87755102040816,4.448979591836735,4
499,University Of Kent BSIS,3.79,160.0,157.0,5.0,4
500,University Of Kentucky,3.6109090909090904,156.6060606060606,155.33333333333334,4.348484848484849,4
501,University Of Leeds,3.7550000000000003,162.5,153.25,4.75,2
502,University Of Leicester,3.79,165.0,153.0,5.0,2
503,University Of Lethbridge,3.45,158.0,165.0,4.0,0
504,University Of London,3.3,160.0,140.0,4.5,1
505,University Of Louisiana At Monroe,3.68,150.0,150.0,4.0,1
506,"University Of Louisiana, Lafayette",3.411666666666667,154.5,155.25,3.75,4
507,University Of Louisville,3.568947368421053,159.42105263157896,152.78947368421052,4.315789473684211,4
508,University Of Maine,3.645555555555555,157.11111111111111,148.66666666666666,4.5,4
509,University Of Manchester,3.0,157.0,168.0,3.0,0
510,University Of Manitoba,3.733333333333333,156.33333333333334,157.33333333333334,4.333333333333333,4
511,University Of Maryland - MAPO,3.49,166.0,159.0,6.0,2
512,"University Of Maryland, Baltimore County (UMBC)",3.54375,158.375,155.125,4.5625,4
513,"University Of Maryland, College Park (UMD)",3.595161290322582,159.2258064516129,157.58709677419355,4.429032258064516,4
514,"University Of Maryland, School Of Public Policy",3.8,166.0,158.0,5.5,2
515,"University Of Massachusetts, Amherst (UMass)",3.6541666666666663,158.95238095238096,157.85714285714286,4.226190476190476,4
516,"University Of Massachusetts, Boston",3.6466666666666665,158.33333333333334,149.66666666666666,4.333333333333333,4
517,University Of Memphis,3.718571428571429,157.04761904761904,153.57142857142858,4.166666666666667,4
518,University Of Miami,3.523333333333333,156.0,156.33333333333334,4.277777777777778,4
519,University Of Michigan (Ford School And Rackham Graduate School),2.7,164.0,157.0,4.0,2
520,University Of Michigan School Of Natural Resources And Environment,3.63,160.0,167.0,4.5,0
521,University Of Michigan School Of Natural Resources And Environment (SNRE),3.89,169.0,164.0,5.5,0
522,"University Of Michigan School Of Public Health, Health Behavior & Health Education MPH",3.5,157.0,150.0,4.0,4
523,"University Of Michigan, Ann Arbor (UMich)",3.636534759358293,160.08823529411765,161.58021390374333,4.190641711229946,0
524,"University Of Michigan, Ann Arbor (Umich)",3.78,164.0,166.0,3.0,0
525,University Of Minnesota,3.5823157894736837,156.0,156.94736842105263,4.157894736842105,4
526,"University Of Minnesota, Twin Cities (UMN)",3.597388535031847,159.2484076433121,160.77070063694268,4.2165605095541405,0
527,University Of Mississippi,3.7640000000000002,155.4,149.1,4.3,1
528,University Of Missouri,3.84,155.0,156.83333333333334,4.25,4
529,"University Of Missouri, Columbia",3.597142857142857,158.33333333333334,154.47619047619048,4.238095238095238,4
530,"University Of Missouri, Kansas City",3.72,143.0,162.0,3.0,3
531,University Of Montana,3.703076923076923,157.23076923076923,153.15384615384616,4.384615384615385,4
532,University Of Montevallo,3.6500000000000004,151.77777777777777,149.66666666666666,3.8333333333333335,1
533,"University Of Nebraska, Lincoln",3.726466666666666,154.16666666666666,152.3,4.15,4
534,"University Of Nebraska, Omaha",3.735555555555555,153.33333333333334,149.0,4.166666666666667,1
535,University Of Nebraska-Kearney,3.32,149.0,151.5,4.0,1
536,"University Of Nevada, Las Vegas",3.515,159.0,160.0,5.0,0
537,"University Of Nevada, Reno",3.811666666666667,152.83333333333334,149.83333333333334,4.416666666666667,1
538,University Of New Brunswick,3.8,150.0,164.0,3.5,3
539,University Of New England,3.6,157.0,156.0,5.5,4
540,University Of New Hampshire,3.69375,157.8125,152.71875,4.484375,4
541,University Of New Haven,3.5790909090909087,158.63636363636363,154.0,4.681818181818182,4
542,University Of New Mexico,3.5908695652173916,156.56521739130434,154.52173913043478,4.391304347826087,4
543,University Of New Orleans,3.925,159.5,161.5,4.25,0
544,University Of North Carolina (UNC). Gillings School Of Public Health,4.0,164.0,161.0,5.0,0
545,University Of North Carolina Gillings School Of Global Public Health,3.2,163.0,160.0,4.5,0
546,University Of North Carolina School Of Government,3.76,168.0,149.0,3.5,2
547,"University Of North Carolina, Chapel Hill (UNC)",3.6933663366336633,161.62376237623764,157.93069306930693,4.5,2
548,"University Of North Carolina, Charlotte",3.505238095238095,156.61904761904762,154.47619047619048,4.214285714285714,4
549,"University Of North Carolina, Greensboro",3.6173333333333333,156.76666666666668,149.96666666666667,4.4,4
550,"University Of North Carolina, Wilmington",3.6733333333333333,155.0,151.66666666666666,4.0,4
551,University Of North Dakota,3.66,156.52380952380952,153.9047619047619,4.190476190476191,4
552,University Of North Texas,3.5134374999999993,154.46875,153.3125,4.15625,4
553,University Of Northern Colorado,3.796666666666667,160.0,152.91666666666666,4.541666666666667,4
554,University Of Northern Iowa,3.8162499999999997,150.0,151.5,4.375,1
555,University Of Notre Dame,3.766363636363637,161.36363636363637,157.1818181818182,4.909090909090909,2
556,University Of Nottingham,3.335,156.0,163.0,4.25,0
557,University Of Ohio,3.33,146.0,163.0,3.0,3
558,University Of Oklahoma,3.77,157.625,155.79166666666666,4.354166666666667,4
559,University Of Oregon,3.598186046511629,159.62790697674419,153.87209302325581,4.546511627906977,4
560,University Of Ottawa,3.6666666666666665,158.33333333333334,164.0,4.666666666666667,0
561,University Of Oxford,3.7758695652173913,163.1304347826087,162.67391304347825,4.717391304347826,0
562,University Of Pennsylvania (PennPlanning) (PennDesign),3.2,164.0,158.0,5.0,2
563,University Of Pennsylvania (UPenn),3.594563265306121,160.46938775510205,161.0408163265306,4.248979591836735,0
564,University Of Pennsylvania Fels Institute Of Government,3.515,162.0,159.5,5.0,0
565,"University Of Pennsylvania, Fels Institute",3.51,156.0,155.0,4.0,4
566,University Of Phoenix,2.4,143.0,140.0,2.5,1
567,University Of Pittsburgh,3.6397222222222214,158.02777777777777,156.7962962962963,4.310185185185185,4
568,University Of Puget Sound,3.8066666666666666,157.66666666666666,156.66666666666666,4.666666666666667,4
569,University Of Redlands,3.501818181818182,156.9090909090909,152.72727272727272,4.409090909090909,4
570,University Of Rhode Island,3.6228000000000002,156.8,156.44,4.22,4
571,University Of Rochester,3.5495652173913044,157.8695652173913,162.8695652173913,3.717391304347826,0
572,University Of San Diego,2.6,151.0,151.0,4.5,1
573,University Of San Francisco,3.34,156.66666666666666,154.0,4.166666666666667,4
574,University Of Saskatchewan,3.71,157.0,167.5,4.25,0
575,University Of Sheffield,3.475,155.0,155.5,4.75,4
576,University Of South Alabama,3.6799999999999997,152.4,148.4,3.8,1
577,University Of South Carolina,3.648813559322035,158.52542372881356,154.3050847457627,4.279661016949152,4
578,University Of South Dakota,3.6700000000000004,152.8,149.0,3.95,1
579,University Of South FL,3.89,162.0,153.0,4.5,2
580,University Of South Florida (USF),3.6282372881355944,155.28813559322035,152.83050847457628,4.067796610169491,4
581,University Of South Florida- St. Petersburg,4.0,160.0,155.0,5.0,4
582,"University Of Souther California, Sol Price School Of Public Policy",3.17,158.0,157.0,4.5,4
583,University Of Southern California (USC),3.5599943820224724,157.88483146067415,160.51404494382024,4.035112359550562,0
584,University Of Southern California At San Diego,3.2,155.0,144.0,4.5,1
585,University Of Southern California Keck School Of Medicine,3.5,162.5,157.0,4.0,2
586,University Of Southern California Price School Of Public Policy,3.73,160.0,161.0,3.5,0
587,University Of Southern California Sol Price School Of Public Policy,3.14,165.0,159.0,5.0,2
588,"University Of Southern California, Sol Price School Of Public Policy",3.6,160.0,148.0,5.5,4
589,University Of Southern Maine,3.9,165.0,148.0,5.0,2
590,University Of Southern Mississippi,3.7028571428571433,154.0,150.71428571428572,3.857142857142857,1
591,University Of St Andrews,3.95,167.5,162.5,5.25,0
592,University Of St. Thomas,3.92,156.0,152.0,4.5,4
593,University Of St. Thomas (Center For Thomistic Studies),3.27,165.0,160.0,4.5,2
594,University Of Strathclyde,3.13,154.0,154.0,5.0,4
595,University Of Stuttgart,4.0,151.0,161.0,3.0,3
596,University Of Sydney,3.3,151.0,160.0,3.5,3
597,University Of Syracuse,3.8,151.0,151.0,4.0,1
598,University Of Tehran,3.4,152.0,165.0,3.0,3
599,University Of Tennessee,3.729210526315789,155.94736842105263,153.1578947368421,4.223684210526316,4
600,"University Of Tennessee, Knoxville",3.7,154.75,152.45,4.475,4
601,University Of Texas (UT),3.7,168.0,167.0,4.5,0
602,"University Of Texas - Austin, LBJ School Of Public Affairs",3.6,160.0,155.0,5.0,4
603,University Of Texas - Houston Health Science Center,3.12,159.0,147.0,6.0,4
604,University Of Texas At Austin LBJ School Of Public Affairs,3.4,160.0,165.0,4.5,0
605,University Of Texas At Austin School Of Architecture,3.96,165.0,160.0,4.0,2
606,"University Of Texas At Austin, LBJ School Of International Affairs",3.5,166.0,166.0,4.5,0
607,University Of Texas Austin LBJ School,3.81,168.0,163.0,5.0,0
608,University Of Texas Health Houston,3.67,156.0,158.0,4.0,4
609,University Of Texas Health Science Center,3.26,158.5,156.0,4.75,4
610,University Of Texas Houston Health Sciences Center,3.56,158.0,158.0,3.4,4
611,University Of Texas School Of Public Health,3.6,159.0,165.0,3.5,0
612,University Of Texas School Of Public Health In Houston,3.79,154.0,166.0,3.5,3
613,"University Of Texas, Arlington",3.400588235294118,153.23529411764707,159.05882352941177,3.6470588235294117,3
614,"University Of Texas, Austin (UT Austin)",3.6354880000000027,159.704,159.54,4.294,0
615,"University Of Texas, Dallas (UT Dallas)",3.6374722222222236,155.05555555555554,158.18055555555554,3.9791666666666665,4
616,"University Of Texas, Houston (UT Houston)",3.3,152.5,155.0,4.5,4
617,"University Of Texas, San Antonio (UTSA)",3.0250000000000004,152.5,153.0,3.25,4
618,University Of Texas-LBJ School,3.8150000000000004,165.0,157.0,4.75,2
619,University Of Texas-Pan American (UTPA),3.57,150.0,151.0,3.5,1
620,University Of The District Of Columbia,3.4954545454545456,152.8181818181818,149.72727272727272,4.181818181818182,1
621,University Of The Pacific,3.7600000000000002,156.25,151.625,4.5625,4
622,University Of Tokyo,4.0,165.0,163.0,5.5,0
623,University Of Toledo,3.6695652173913045,154.2608695652174,151.56521739130434,4.065217391304348,4
624,University Of Toronto (UofT),3.7548076923076925,161.42307692307693,161.25,4.375,0
625,University Of Tulsa,3.5880769230769234,154.23076923076923,158.34615384615384,3.8846153846153846,4
626,University Of Utah (UoU),3.62639344262295,158.18032786885246,157.85245901639345,4.204918032786885,4
627,University Of Vermont,3.6786206896551725,159.48275862068965,152.0,4.517241379310345,4
628,University Of Virginia (UVA),3.635454545454544,158.8961038961039,156.16883116883116,4.396103896103896,4
629,University Of Virginia - Batten School Of Leadership & Public Policy,3.24,157.0,162.0,5.0,0
630,University Of Virginia Batten School Of Public Policy,3.9,167.0,160.0,4.5,2
631,"University Of Virginia, Batten School Of Leadership And Public Policy",3.12,161.0,161.0,5.0,0
632,University Of VirginiaUVA- Batten School,3.6,166.0,147.0,4.5,2
633,University Of WI: River Falls,3.83,157.0,147.0,4.5,1
634,University Of Warwick,3.7833333333333337,160.66666666666666,168.0,4.5,0
635,University Of Washington - Evans School Of Public Affairs,3.472,160.2,155.2,5.0,4
636,University Of Washington School Of Marine And Environmental Affairs (SMEA),3.89,169.0,164.0,5.5,0
637,University Of Washington The Henry M. Jackson School Of International Studies,3.9,154.0,165.0,4.0,3
638,"University Of Washington, Evans School Of Public Affairs",3.6,160.0,148.0,5.5,4
639,"University Of Washington, Jackson School Of International Studies",3.3,165.0,162.0,5.0,0
640,"University Of Washington, Seattle (UW)",3.6442916666666663,159.84166666666667,158.92916666666667,4.3525,0
641,University Of Waterloo,3.586153846153846,157.8846153846154,164.19230769230768,3.8846153846153846,0
642,University Of West Florida,3.3399999999999994,157.625,152.5,4.375,4
643,University Of West Georgia,3.604,151.8,148.6,4.1,1
644,University Of Western Ontario (UWO),3.6290909090909094,157.36363636363637,159.0,4.5,4
645,University Of Wisconsin - River Falls,3.7,170.0,156.0,4.0,2
646,University Of Wisconsin Madison--LaFollette School Of Public Affairs,3.68,168.0,163.0,5.0,0
647,University Of Wisconsin River Falls,3.77,157.0,149.0,4.0,4
648,"University Of Wisconsin, Eau Claire",3.8372727272727274,153.72727272727272,151.8181818181818,4.2272727272727275,4
649,"University Of Wisconsin, La Crosse",3.2,141.0,147.0,3.5,1
650,"University Of Wisconsin, Madison",3.6118630136986316,160.3013698630137,160.0068493150685,4.3493150684931505,0
651,"University Of Wisconsin, Milwaukee",3.740769230769232,156.65384615384616,152.0,4.480769230769231,4
652,"University Of Wisconsin, Whitewater ",3.5549999999999997,152.75,150.75,3.625,1
653,University Of Wisconsin- Stevens Point,3.75,151.0,150.66666666666666,4.0,1
654,University Of Wisconsin-River Falls,3.94,153.0,156.0,4.5,4
655,University Of Wisconsin-Stevens Point,3.5625,150.25,151.25,4.375,1
656,University Of Wisonconsin- Stevens Point,3.77,147.0,146.0,4.0,1
657,University Of Wyoming,3.7291999999999996,158.16,154.6,4.26,4
658,University of Central Florida (UCF),3.4,159.0,164.0,4.5,0
659,University of Pennsylvania (Upenn),3.76,160.0,155.0,3.5,4
660,Unversity Of Nebraska Kearney,3.54,152.0,155.0,4.0,4
661,Uppsala University,3.53,150.0,158.0,3.5,3
662,Utah State University,3.692,158.0,153.8,4.2,4
663,Valdosta State University,3.6089999999999995,153.8,148.7,4.4,1
664,Vanderbilt University,3.6789473684210523,161.2982456140351,157.33333333333334,4.56140350877193,2
665,Villanova University,3.6689999999999996,160.95,154.0,4.9,2
666,Virginia Commonwealth University (VCU),3.495454545454545,157.9090909090909,157.45454545454547,4.681818181818182,4
667,Virginia Politech Institute And State University_Blacks Burgh,3.2,154.5,164.5,3.75,3
668,Virginia Tech,3.594466666666667,158.83333333333334,160.1,4.1,0
669,Visvesvaraya Technological University (VTU),3.9960000000000004,156.0,161.0,4.0,0
670,Wake Forest University,3.6991666666666663,162.0,157.58333333333334,4.625,2
671,Washington State University (WSU),3.453333333333333,153.66666666666666,155.44444444444446,3.9722222222222223,4
672,"Washington University, St. Louis (WUSTL)",3.537090909090909,158.87272727272727,157.07272727272726,4.2727272727272725,4
673,Wayne State University,3.6314634146341453,154.0731707317073,152.02439024390245,4.195121951219512,4
674,West Chester University,3.7626666666666657,157.4,152.6,4.3,4
675,West Texas A&M University,3.5,150.0,144.0,3.5,1
676,West Virginia University,3.5896774193548397,155.32258064516128,153.51612903225808,4.17741935483871,4
677,Western Carolina University,3.5673333333333335,158.0,152.73333333333332,4.333333333333333,4
678,Western Illinois University,3.6060000000000003,154.4,151.7,4.05,4
679,Western Kentucky University,3.631111111111111,160.55555555555554,151.33333333333334,4.111111111111111,4
680,Western Michigan University,3.7176521739130437,156.5,152.7173913043478,4.532608695652174,4
681,Western Ontario,3.48,155.5,160.0,4.5,4
682,Western University,3.53,166.0,147.0,4.5,2
683,Western Washington University,3.66,159.28571428571428,153.0,4.535714285714286,4
684,Wichita State University,3.594545454545455,152.0909090909091,153.54545454545453,4.136363636363637,4
685,Wilfrid Laurier University,3.05,169.0,163.0,5.0,0
686,William Paterson University,3.755384615384616,159.6153846153846,151.46153846153845,4.1923076923076925,4
687,Winthrop University,2.895,152.5,144.0,4.25,1
688,Woodbury University,3.2,144.0,161.0,3.0,3
689,Worcester State University,3.7507692307692304,153.69230769230768,152.23076923076923,4.384615384615385,4
690,Wright State University,3.4099999999999997,160.5,157.75,4.0,2
691,Yale Univ,3.89,162.0,166.0,3.5,0
692,Yale University,3.668,162.875,163.3,4.725,0
693,York University,3.570714285714286,158.71428571428572,155.45238095238096,4.571428571428571,4
694,Youngstown State University,3.5,163.0,155.0,5.5,2
695,Zhejiang University Of Technology,3.7,168.0,150.0,3.0,2
